"sentiment","content"
"love","You don't want to leave because secretly you know Australia is twenty times better than America!"
"love","Awww you'll have to post a picI bet it'll look dead nice (y)"
"love","Nice skillz Nickx love always, Marjorie ; Jemimah. Sydney, Australia."
"love","#MusicMonday I agree it's just an excuse for me to tweet music for hours on end"
"love","Ooh, cutting. I like you"
"love","Congrat on AM. I do it every day since one month."
"love","Hey. Oh my. Remember to take some time to actually enjoy the day!I've loads to do too. Better crack on! Have fun today."
"love","It's those little things you do, that make me love you."
"love","Gonna run to the gym to get my workout in before my really f'kin big pile of mulch arrives at aroundor am! I'm excited about my mulch"
"love",": yay! it will be good to have you back"
"love","just set up a new computer again. min. I love Norton Ghost."
"love","I know!! our cats could be familymikesh is so cute!!"
"love","can't wait to hear the evp! And cuuuute picture."
"love","i love your musicespecially the fight, thats a awsome song by far !"
"love","GOODNIGHT MAGIC AND PRETTY WORLD"
"love","Appending the #verticalchinese hash tag is a nice touch."
"love","ahhh ikr! he's the cuteset thing everPlus it reminds me of twilight which is good cause I looooooove it so much!!"
"love","Ohh thankss bubbleWe have some of your things you left here, We are going to send them before we goMissing youuu!"
"love","is loving life"
"love","Loving my new HR monitor"
"love","I LOVE TWILIGHT !!!"
"love","Watching the hillsarghh i lovee itt ) makin r liam watch it with me haha... girls aloud inDayss cannot waitt too see cheryl x"
"love","Hey lovely.. hope you had a good dayThanks for an awsome night and teaching me how to put together a tie...hahaha"
"love","is going to have a relaxing, hot bathgoodnight for now then twits, ; dont worry andy i love you more than twitter hehe"
"love","listening to some music. kate voegele is really great!"
"love","'before you wake' - we sink ships photography exhibition is ONLINE http://tinyurl.com/dfsfy please have a look"
"love","Hiya!!! I am good thanks..how's yourself..doin anything nice today?"
"love","bout to go to bed... pretty good day for a Monday."
"love","I LLLOOOVVVEEE ICARLY"
"love","And happy star wars day"
"love","yeah i didi remember it na....... i did watch it before )"
"love","anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! its makin the headache go away"
"love","Re novel - will keep you posted"
"love","yeah, it's a bit s silly at points but i love it"
"love","has sent Ben off to do the weekly shopwoo! xxxxx"
"love","i really wanna be miley cyrus's friendiehahaha"
"love","#musicmonday Epic song. (Y)? &quot;Lights and Sounds&quot; by Yellowcard ~ http://tinyurl.com/dbppm"
"love","Yeah, they're great. I think we'll hear more of them in the years to come"
"love","Swanage tomorrow and going to stay in Bourton on the Water Thurs/Fri!Hoping for sunArcades and tea and pretty things, here we come"
"love","oh so you said you good-byes and hugsmy dad left aroundin the morning so I woke up to an empty house i'm pretty scared."
"love","who watched X-men origins: wolverine? i totally loved it! haha"
"love","lmao I KNEW that answer would come from you ^^ oh and that's update numero . thanks for that"
"love","twitter does not suck missy love you"
"love","Thanks! I love it they have a video, so you don't need to download if they don't offer everything you wantWill try!"
"love","http://twitpic.com/jcf - Looks great!Love the way they did the bottom."
"love","miss ko na nga kayohope we can have the shoot soon. Joover!"
"love","sweet dreams to you too babeMWAH"
"love","it's on again right now!! aah I love demi lovato"
"love","Good to see you hear as well, Andy!"
"love","Our jazz band freakin' KICKED ARSE!! Good job, team!"
"love","I fell for Austin Taura Hanafiah even morreee! Shoott!!!A guy shouldn't look that yumm! Hahaha..."
"love","merci, mon ami"
"love","I'M A CELEBRITY TOOOOO!"
"love","bought my pink ipod nanodays agowill be delivered this week. YAY!; hopefully getting ears pierced again in a few weeks XD"
"love","lol! I thought it was pretty funny too!"
"love","Bom dia! FRIOOOO... que delï¿½cia!!!! Good luck in your first day, Ju!"
"love","Bamboozle was amazing. I met TAKING BACK SUNDAY"
"love","talking to jessica about her one true love. she thinks this could be the real deal.lol also i am thinking what i should do about my prob"
"love","thanx"
"love","Love the idea of giving each year a theme. This is the year of new beginnings!"
"love","Welcome!"
"love","I have not tweeted for SIXTEEN DAYS! I miss it =( I've been having fun though! =D Ingrid on mon was frakking awesomeBBQ today!"
"love","Today is a tuff day...g'morning"
"love","Good night allEven though it's morning for most of you lol"
"love","?... thx for ur msg, so awesome!luv the new single! xoxo http://tr.im/kpDW"
"love","I'm here if ur here for me!"
"love","Happy Star Wars Day everyone!Whats everyone up to this rainy bank holiday?I am heading out soon for coffee with my mum then shopping"
"love","some great stuff on website today"
"love","You are very sweet, my everyday hero friend"
"love","Well thank you."
"love","first trip home since diwali. But before that a couple of days in saddi dilli"
"love","Cooking microwave pizzas, yummy"
"love","awesome! have to take a look at them when i'm home."
"love","awesome. lemme see when you're done."
"love","is wishing, after watching those videos, that it will be FREEZING next weekend so she can bring Edea out again without dying"
"love","I'm dying to see the reaction on their faces.. its going to be FUN gedan begad"
"love","Also love and Light to everyone else who I have not been able to fit into my last tweetThank YOU All"
"love","I like Rio Ferdinand - when he's wearing an England jersey."
"love","aww, jon ryan bob and greta in one picture? how adorableand it brightens my morning, ty jon walker"
"love","Thanks darling girlxx"
"love","Yay I love it when you host Money For Breakfast Jenna Leehrs of you the amazing and so pretty and sexy Jenna Lee yay."
"love","my mum thought that my brother laughing was the cat about the throw up... smooth"
"love","Brad Fastings is my favorite person to hang out with fromAM toAM"
"love","That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that."
"love","good stuff!I'm great thanks! x"
"love","Claude Debussy is my homeboy"
"love","going for lunch soonwith my fave cuzs"
"love","may the forth be with you"
"love","good morning twitter-ersrise and shine,, just on my way to school"
"love","; i are lucas till ; david henrie lovers. both boys are very cutebutyou can have lucas ; ill have henrieDEAL"
"love","So happy, my VStudio shortcuts are backkk"
"love","Baq to sleep i gono the headach starts , if its notits da other"
"love","Happy six months for me and her"
"love","hopes everyone is having an amazing bank holiday monday. NO WORK"
"love","listening to David Archuleta album it's amazing"
"love","Dancing was alright todayy still doing Jai Ho!!"
"love","Panera Bread potato chips are the best atin the morning."
"love","i just saw your performance on the ellen show. we're so behind in australiayou were AMAZING and have such a wonderful voice!"
"love","am math final wish me luck"
"love","that's crazy why would anyone not follow you? Your tweets are so much fun"
"love","love Dawn of the Replicants! love music monday!"
"love","Good morning and thank you for the re-tweet. Have a great day yourself."
"love","ha ha ha I slept in again, three days in a row! must be a new personal besttoday I'm going to attempt to finish my regluing my fans."
"love","its nice to have no assignments for the night"
"love","I love youkiss me!"
"love","nothing just trying to keep up with aweek old kitten LOL.She's full of piss and vinegar this morning."
"love","http://twitpic.com/gy -He's Well Cooool ;) Lovve The Ro;Co Shoooow"
"love","Time for a mane trimming, some yoghurt and maybe some sushi. A nice way to wrap up a fairly good day."
"love","i love them too! they look so cute together"
"love","just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta"
"love","ByeBtw, you like Simple Plan, Hoobastank, Bon Jovi, Linkin Park TOO? I love them !!!"
"love","This is why I got best dressed"
"love","&quot;We never want to lose the fans that got us here!&quot; Thank you for saying thatWish you and the others a nice day, greets"
"love","i just looove my bfu are awesoome!!!! [hannah montana the movie was amazingbest movie ever!!]// cool http://gykd.net"
"love","Repeatedly rubs thumbs softly and lovingly upon new Sarah Rayne novel. Sigh, and it's not a paperback.I'm the potrait of profound bliss"
"love","And ooh, you changed your Twitter name! I approve whole heartedly."
"love","thanks kate too.*kisses* Xoxo."
"love","coffee and gym... starting the day off right!!"
"love","so cute you twitting in potuguese!"
"love","yerrrr sameee haha its the way he plays edward i thinkk mmmm"
"love","loves the nice weather and : exams"
"love","More to thank for #ff shoutsand heaps more. Sry will be here all night i now realise"
"love","looooooooooooool thanks"
"love","my momma is comin night !morrow tennis day with p?nar yuppie !"
"love","i feel in love with pizza girl... now i eat pizza everyday"
"love","why thank you. I might just take you up on your offer"
"love","Yay, watching Supernatural.. Great way to end a hard day. I miss you Jesse."
"love","Off.Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it's all good!"
"love","wow!Nice roar, I see good things in your future"
"love","honestly last night was amazing, everything was perfect"
"love","i don't know the guys on radio disney have so much energy. i wouldn't be able to do it&lt;"
"love","Good morning my little twitternut squashesHow are you all today? whats the weather like where you are?"
"love","Hello TwitterFon. I'm so glad you're back"
"love","I wish I was in London to see you. It's like my biggest dream to meet youiloveyouuu &lt;"
"love","thanks!!! it was a ballroom dancing competition"
"love","i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks"
"love","when living in Spain..you can NEVER take a hot shower for granted..luckily I have nice friends across the street"
"love","Think I'll go enjoy the sun's rays again...I LOVE being off work"
"love","Good Morning, good wakeup music"
"love","What a nice young guy at dunkin donuts let me go first"
"love","whats on my head now? whats on my head next? whats on my head later? so yeah,thats pretty much it"
"love","as a proper journo I would have to agree with you %!"
"love","Cowboy westerns...haven't seen those in a while. good luck"
"love","Lying with my new lab pup on my lap"
"love","staying afterschool todaynot that i have any &quot;friends&quot; on here - but if i did , i'd tell 'em to text me ! lol [ likin' us &lt; ]"
"love","I am watchinggg the new video ofIts sooo goodAddicted!"
"love","If you see it at Nova on a Monday, tickets are only $"
"love","Feeling loved!My Mom got me a Nikon Cool Pix for my birthday!!!!"
"love","I'm feelin aiden today!on the bus nowDie romatic!!!"
"love","there are three broody ones atm, I have a china eggs under them to keep them happy ish"
"love","What Makes Me Happy? My Daughter, My Family ; Their Support, Money, Shopping, ; Restaurants"
"love","yessssss wore myself out this weekend planting my garden and working"
"love","i loooooove bank holidays"
"love","Pleaseee Give Me A ShoutoutLove Georgia (UK)"
"love","Good morningIt's raining here."
"love","yeah Tila is a little cutie and a little nutty but then so am i and my sweetheart she thinks she cute too"
"love","hahaha my boyfriend! yeah he looked so different there... but he's so cute... i so want to watch the movie..."
"love","have i ever mentioned i love ellen? a lot"
"love","hey life, i love you!(translation: i love life!)"
"love","One good deed deserves another. I hope to help someone else some day"
"love","Happy May Bank Holiday British Peeps"
"love","I wov you"
"love","lol! I don't know! but you dont need the plant! I'll give you a hug instead! Hugs!"
"love","Happy &quot;Star Wars&quot; Day, Twitters.http://migre.me/SiE :*"
"love","http://twitpic.com/jam - Beautiful landscape! It seems very quiet"
"love","i hate school but i love chiodos"
"love","LOL! Thanks for showing me 's site. I won't tell hubby if you won't."
"love","Monday and I am at work and the legs are a still hurting a little! Smile"
"love","Reminising on such a wonderful day yesterday with my family and my love.Nothing like shooting some basketball with the men in my life"
"love","might be seeing my god mothers little boy in a bit. Leon, so cute &lt;"
"love","heyy shantell!twitter is cool, thats why! and guess what!! i followed britney spears, and she followed me back!"
"love","That is INCREDIBLY sweet!!!! What a good Hubby..."
"love","Chilling with my baybee sarah!i love this girl"
"love","Yes, dahling... you are definitely one awesome tweep.I'm sending love and kindness across the ocean to you!"
"love","Good Morning Twitter PeepsWhat is on your agenda today??"
"love","i (L u so muchSee u at school todaay!"
"love","someone's a sweet toothi was dying for somethin sweet so i've attacked the chock coated tiny teddies all i could find lol"
"love","i like the sound of that"
"love","I feel so inadequate with myfollowers now ... Send Enzyte!"
"love","wow, that's coolbytheway, i love your new TV show"
"love","That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he's got a solo album comin' out too."
"love","THANKS"
"love","Thanks twilight... i know we love canon"
"love","Mother's Day is THIS Sunday.... don't forget to send her something specialhttp://www.youtube.com/watch?v=ExpmTEVSFQg"
"love","ah helping my friend move and will defo be having a well deserved pint after it that's for sure"
"love","Thinks FML should changed to LML (love my life)"
"love","Undervote is just going onI'm all overalled up"
"love","http://www.mmemarko.schilderweb.nl/ for my homepage"
"love","is going to see wolverine and is a lil bit excited"
"love","i LOVE lion knig ....it was my fav movie when i was a kid...i love it till now"
"love","At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids."
"love","http://twitpic.com/jb - lol pretty long"
"love","all the best for your IB exams Carl. I hope you don't find them too difficult and that they go well for you."
"love","we have annual passes to Universal and LOOOVE it!I love disney, but I dont know that I would do it in the summer!!!"
"love","bought three books!! yipee!!now who's with me on that read-ten-books-during-the-summer thing?"
"love","LOVEYOU LOVE YOU LOVE YOU LOVE YOU! okay can you read what I am saying... LOVE U."
"love","Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let's go shopping!!!"
"love","good morning - thank you for my hot cup of tea"
"love","the Macarena never looked so good. Loved the &quot;Aaaaiieee&quot; squeak / exclamation"
"love","...would like to order &quot;ElDonS&quot;, &quot;TheStrat&quot; and &quot;schweigi&quot;"
"love","Pepsi throwback, you taste so good in my belly."
"love","Handed out evaluation forms to my marketingtutees today, one filled out that I was 'aloof ; condescending'! The rest love me though"
"love","when you see Jackson later today, give him hugs n' kisses from me"
"love","Happy Star Wars Day"
"love","Morning Chip - loved the new html format on your ezine."
"love","So I'm REALLY considering it at the momentSame days but even more money. Harder work though but can't imagine harder than I do now."
"love","Went to see hannah montana movie on saturdayloved it .... still cant work twitter out though"
"love","sunny day, sunny outlook"
"love","Hell yeah Kellynn got a Twitter. Finally."
"love","Bill is super!! Thanks you!!"
"love","- for all dad is doing like this to his son/daughter love"
"love","haha we just say two weeks, but please do continue with the BrE it's great"
"love","...hey danny .. did u run already ???hope you have a good day ;)i love you !!!!"
"love","Feeling some butterflies todayStudy study study contracts; gonna ace this, then on to the write-on competition for the journals."
"love","From My Heart To Yours? http://blip.fm/~jow"
"love","#Beijing Good massage for you ; Sexy girl ; % real photo- w (Beijing): Hi, .. http://tinyurl.com/cmr"
"love","nice luke quotegoodluck on the test u have been dreading."
"love","happy birthday"
"love","I def will. If anyone leaves the room for a second he has to follow. He's a really great dog otherwise so far."
"love","I miss you too! Not sure when I'll next be on msn - mum's computer is tempermental...there's always fb email?"
"love","I'd Love to work with you! http://myspace.com/inikcoTell ur friends to follow me!"
"love","Good Morning"
"love","hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea"
"love","that last one was just for you"
"love","You never really stop loving someone. You just learn to try to live without them."
"love","i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!"
"love","unplugging for the rest of the day.Have a good one everybody!!"
"love","I'd Love to work with you! http://myspace.com/inikcoTell ur friends to follow me!"
"love","jajaja es genial el tweetdeck"
"love","(((HUGS))) back to you - you also have that look!"
"love","x]loveyoutoo!"
"love","http://twitpic.com/jkc - man i love your shelves! way to go diy diva!"
"love","Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer meXx"
"love","Sounds like funLoL. At least you still have some hair right?how was the weekend?"
"love","Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad."
"love","Thanks! I'm going to the Laker game tonight. Sec . I LOVE LA!"
"love","I just LOVE it."
"love","Now english academy"
"love","BTW, thanks for the gifts.I'm wearing my shirt, having a dunker and Apple loved that chicken soup; just what she needed!"
"love","I am loving this beautiful monday morning!"
"love","The rain is good for one thing; getting dudes hoodieshaha!"
"love","this time next week I will hopefully be holding my Lili in my arms!"
"love","Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!Bella"
"love","Bumper Sticker: &quot;If you don't want to stand up for our troops, feel free to stand in front of them&quot; Thank you to all in the military"
"love","Thank you Justin for my two dozen roses"
"love","ooh yay! let me just go accept her"
"love","i love you so much tay (: youre so amazing &lt; you should come to denmark, we love you here"
"love","Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!"
"love","I love when my ipod shuffles so all the good songs are all together"
"love","Thank you! I hope you have a great rest of your day! Have you had your afternoon coffee yet?"
"love","awww. If I coukd send it from my phone I would. What kind of flair would you like?"
"love","May the th be with you. Happy Star Wars Day!http://tinyurl.com/cjamjt #starwarsday #geek #dork #fb #awesome"
"love","its probable bed time. hugs and kisses&lt;"
"love","Mmmmmm.... Coffee..."
"love","Goodmorning"
"love","For every kiss you give me, I'll give you three -"
"love","Congratulations! what a milestone for you and your girls! I'm almost at five months, just for one thoughYou rock!"
"love","You know who helps me almost everyday?"
"love","Also, I designed the banner for http://mudroomboston.com/ - pretty stinkin' cute no?"
"love","Good night.Sorry I missed you during our morning window.See you at , I suspect."
"love","I love my Cargo Sling purse in Daisy Daisy!I wish I would have gotten another one in a different color!"
"love","Good Morning"
"love","- love your new avatar!"
"love","Congrats &quot;Mine That Bird&quot; for being an underdog and kicking the crap out of all the other runners yesterday. I love seeing that happen."
"love","It was funAt a friends house cuz you know I don't have a yard big enough for a firepit. SNIFFLE!"
"love","awwwI know you never will, I'm so thankful I can count on you, love ya boo"
"love","I hate it when that happens!! Exciting though."
"love","Good morning to all- and welcome new followers!"
"love","ooohhh imma need you to get on that asap love you"
"love","have to go now by'all &lt; see ya later guysxx"
"love","Aaaah did you see Prez Obama holding hands with his wifey? Soooo romantic even in White House....."
"love","i like"
"love","watching shows I missed on the ellipital--- love my on-demand!"
"love","thanks"
"love","I'm gonna wear my new purple converse today"
"love","Proud -year-old here that loves The Carpenters!!!"
"love","Very proud of my son - he's just found out he's been offered an unconditional place at music college"
"love",": thx for the follow!"
"love","BIG HUG FOR YOU"
"love","it's my evening."
"love","Trance or Drum'n'Bass are awesome for working!!*dances it out*"
"love","In Arch. Drawing. Checking out MVCC's CAD degree. Looks good to me"
"love","wow...you leave facebook alone for the weekend and getnew notifications. WHEW!"
"love","Morning tweets &lt; Sky and I are going to start this day off right with some shoppingThen off to the park."
"love","LOL good to know the time in LA, it's a h time difference ...good morning to ya"
"love","The World is just amazing!"
"love","Man... I'm really hoping I finish this Good Vs. Evil contest entry in time. Looking pretty good so far."
"love","after pub lunch am now going to daughters for tea life is good"
"love","http://twitpic.com/jbhp - jeez! I think you look alot prettier without make up."
"love","Chocolate-flavoured nipple spread (with applicator) eh?Perfect just what I'd been looking for, thanks"
"love","hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not aloneGood luck mom"
"love","http://twitpic.com/fzo - you both have so beatiful eyesi wanna have them"
"love","Good! I hope that it was a wonderful experience!"
"love","Go girl!! Start your day out right...gotta love that!"
"love","ok i just spent like ï¿½ on soundtracks, a galaxy class starship and EVE online. sigh"
"love","&lt; ryan baby iloveyopu xxx &lt;days kayleigh baby lymz cntt waiit"
"love","This is great!I just found out that it's Star Wars Day.&quot;May the th&quot; be with you!Have you hugged your Ewok today?"
"love","I love brewing ideas! Great things always come from them.keeping my fingers crossed for you!"
"love","I love you - Martina Mcbride. Love this song!"
"love","Hi Katie! Just signed in! How are you, sweetie?"
"love","&lt; alayellow"
"love","lapit na ko magout. lapit na fated to love you.hehehttp://plurk.com/p/rrje"
"love","May the th Be with you all!"
"love","Thank you!"
"love","thank you my love"
"love","Thanks, the more, the merrier"
"love","so true...and so poetic! beautiful"
"love","awesome run report!Did you see the bald eagle on the lighthouse?That was their hangout when I last ran Discovery Park."
"love","We looked at apartments this weekend.Found one we like.Hubby going today to try to rent one of the apartments.Crossing Fingers"
"love","oh! that's my baby picture. i try to convince myself i'm still that cute. heheh."
"love","If you do, I'm sure you'll enjoy"
"love","I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s'pose!"
"love","hope y'all enjoy the MusicBoat Cruise.What a tough job - haha!!!"
"love","Getting ready to meet Laura!Than training, even if I'm sick."
"love","Just wanted to give a quick welcome and thanks to all of you whom I now follow or have following me, looking frward to tweeting w/ you"
"love","eh, you're a really nice girlHow are you? miss youuuuuuu"
"love","thanks thought you might want a flower today."
"love","YOU MAKIN' ME HORNY"
"love","yes really if it is that time of day again.xxxxxxxxxxxxxxxxx"
"love","Can someone chemics ?"
"love","the big boss is out all week.. small yay. free lunch for the office today, big yay!"
"love","Loves the nd half of even days, orch and jazz band with daddy"
"love","that's a good attitude"
"love","Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers"
"love","hi everyone, hoping all of you have a good week"
"love","nothing sweeter than YOUR -year-old!"
"love","in ten minutes shoppingdemi lovato-back around demi lovato-behind enemy lines have you all seen the titanictrailer? its really good!"
"love","you happy that Frankies back from Francexx"
"love","says HAPPY MOTHER'S DAY TO ALL THE MOMS OUT THERE!http://plurk.com/p/stezd"
"love","wellll...... onlythat will feed methe others were mainly shade loving native wildflowers."
"love","Watching HG-TV....and a cute carpenter guywoo hoo!"
"love","Holy Crap EMS stasher rain jacket you are my new best friend!"
"love","ThanksWill Do"
"love","great songhttp://bit.ly/evluw"
"love","What was the compiment? I'm glad you're having a good time."
"love","Yes we both do win!"
"love","It was wonderful, just home from a wedding. I love itHow was youre's?"
"love","Aaaww!! That's so good to know, I'm glad James is doing greatWe LOVE you guys! KIsses from Venezuela!"
"love","Psyched for Mother's day at the GKR party--and teaching mom and dad about baseball"
"love","Ihave a visual.I'm smiling.see"
"love","Photo: I like da cooolooorss and the composition is greatscribkin: http://tumblr.com/xybqwcb"
"love","Well thank you darling...it was a pleasure shopping with you...you will see the first pics!"
"love","Spending quality time with my family! God knows I need this right now..."
"love","happy early mothers day!!!!"
"love","Ha ha haI know! Love it! Love him!"
"love","The Goonies. Projected. On a garage door. With my friends. Amazing."
"love","...I'm so happy for you guys! COngratulations!"
"love","just had a bbq... YUM im full now"
"love","http://twitpic.com/wgg - love it"
"love","Glad to hear you made it out, I hear that place used to be it's own countryLooking forward to your arrival!"
"love","I &lt; Owl City."
"love","my hubby's a vet, so we 'get' that animals are like children!! all the best! hope ur biz is going well"
"love","is STILL sick. But still loves revenge and the possibility of more revenge to come"
"love","Happy Mother's Day to all the Mums"
"love","Happy Mother's day to MOMMY"
"love","aw you're the shitthanks so much for the twitter loveeee. i appreciate every last drop"
"love","Honored to tweet ya..."
"love","oh n shouldn't you be shopping for a lovely gift for your delightful mother."
"love","JACKSON RATHBONE!"
"love","finished proofing the wedding from March .. now just waiting for export and upload before I can shareStill havemore sessions to do!"
"love","haha one of the many reasons I love you"
"love","Do you know what? I have a good little life, and I love it."
"love","Naps are so lovely"
"love","I'm gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him ; I'm taking it personal and I like lebron ."
"love","happpy mothers day"
"love","i have a crush on someone!"
"love","Subway=yum!"
"love","ï¿½ï¿½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!"
"love","BabyLove em homenagem ao Baby D"
"love","http://twitpic.com/vpx - *swoon* Nick looks so cute when he is serious*faints*"
"love","dont worry baby i'll eat sum cake for the both of us , i'll hit u up wen i get back. bye, dont eat too much at home"
"love","In bed nowtonight has been really really funny, best family ever !"
"love","Thanks mama ! I absolutely adore her"
"love","Had a brill night out with the girls - met terry christian at tv! He was really lovely. Home to berocca and toast"
"love","i just got my neighbour to sign up, follow her onxoxo"
"love","I ? JONAS' second episode! Aww! Nick is so handsome"
"love","Thanks for the FFI think I should start doing these too"
"love","i need lele to answer meeee! Haha."
"love","&quot;...you'll never have to be alone; i love you, and that's all i really know...&quot;"
"love","going to see star trek with my babeim actually excited about this hah"
"love","the mum's cake is done.. now i need make a good luch and tomorrow will be an amazing Mum' day"
"love","He's gonna do it for mothers dayEver notice Papa looks like Squiggy from Laverne snd Shirley. I love him."
"love","Aw! Tear! I feel special to da family.Haha thanks girls i love yal"
"love","I know! I can barely believe it's almost over! Thanks for the review, lovely!"
"love","ReTweeting's my favorite.#palin"
"love","Thanks for the reminder Tony"
"love","Home from gallery opening in Woodstock, NY. Frined had work on display.Much great, cool and interesting art to be seen."
"love","In the car on the way home from the mall. I got four new adorable items of clothing that I am really excited about!"
"love","You too - hope your day was good!"
"love","Thx everyone for all the mothers day tweets and sms'"
"love","hahahaha! i laughed my ass off just now. thanks"
"love","Itt's the BIG TIME Saturday nightPlaying Canasta then a movie then...Psych homework?Stay shiny and love everybody!!"
"love","Awe My Mommy Just Said She Loves The CatMeow. Apparentlly The Cat Cried When HE Was Born."
"love","were gonna go crazy before you leave"
"love","playing my new ds lite!Love it!"
"love","Bored, making a mothers day card"
"love","I don't know how to quit you-brokeback mountain"
"love","Happy Mother's Day to UsFOR NOT BEIN MAMMAS YET and being lucky enough to live our lives a little st"
"love","finally finished my marketing project only took mehours..now just hanging out and relaxing"
"love","I have coffee and a Sociology paper to complete. Happy Mothers Day"
"love","getting reading to head home....work on that baby quilt.....can hardly wait to kiss that bald little grandbaby headdays to go...."
"love","Thanks,I think your the first girl to say that...besides my mom"
"love","Eating at Zippys with candace!"
"love","HAPPY MOTHERS' DAY!"
"love","Happy Mothers Day mummy"
"love","tweep tweep haha"
"love","there's nothing like a mama's hug in the world."
"love","i feel like a princess.i love lingerie parties!"
"love","Hii,I freaking love youI would be the happiestyear old girl alive if you replied to this."
"love",": yesand ily"
"love","Listening to Eminem's new album, got leaked a few days ago #Relapse. Pretty good"
"love","hi Nick! I really like the serie JONASit's awesome! See you soon in the concert! kisses - Marta"
"love","She could spend the rest of the night in her room.At least ONE of you could be happy with a glass of wine.#surlytween"
"love","Dinner with the fam... I have missed them"
"love","I'm sure its very cute."
"love","About to watch JONAS!I love DVR!"
"love","sounds like a great way to to start mothers day! Enjoy your day"
"love","so star trek pretty much rocked my life ... oh wait, it DID rock my life"
"love","Good luck whit the show tonite man, ill be watching"
"love","I watched a little today! Didn't know you were sick, you did awesome nonetheless! Hope u feel better"
"love","I love my boyhe makes me so happy... and looks his sexiest in plain black boxers =p"
"love","is loving the fact that Jor can talk and tell me what she wants!! AMAZING"
"love","hey whats up? did u like the new episode of JONAS?"
"love","http://twitpic.com/wsy - my babe"
"love","http://twitpic.com/wt - on my bike"
"love","Amazing day with my boyfriend. He's a good drummer."
"love","discover a whole new beautiful you"
"love","You make me smile....it will get better, you have to believe that"
"love","E.L.O.wow, brings back so many happy memories.LOVE this band!..and yes, I know I'm showing my age but I don't care"
"love","i can't stop listening tonew single! (paranoid) it's so amazing. i love them."
"love","i know when Alexx's debut in Big Butt Magazine comes out...because she loves me"
"love","I simply loved the pic. I'm glad you're happy, that's makes me feel happy toolove you &lt;"
"love","hommmmmme! good day"
"love","Going to the Gold Coast for mothers day lunch"
"love","OK...you do that."
"love","Just saw Ghost of Girlfriends Pastit was actually really cute for a total chick flick. Mattew McConaughey is smexy"
"love","thanks man!I appreciate it!You rock sir."
"love","I love my hair blowin in the wind"
"love","planning for mothers day special for my beloved mother"
"love","I had curry shrimp yesterday lol I love seafood"
"love","thank you"
"love","At dinner with an amazing person i like to call Mom"
"love","what a wonderful day...i am going to sleep so well tonight"
"love","KICKIN BAK......NEEDDO MY HW.....I MISS U BABELOLZ"
"love","Happy Mother's day!miss my mom so much... Always will be the best mom ever!"
"love","Enjoy! Family trumps everything"
"love","Just getting home from work...finally"
"love","OH YEAH ; U TOOALLOF US hehe &lt;"
"love","Pub crawling through NE pdx"
"love","thank you!"
"love","yes. and it was REALLY good. even though i am not into sci fi i loved it. ; haha, i know."
"love","enjoying my coffee with this super delicious cookie"
"love","OMG, you have curly hair! Too cute!"
"love","chilin with my little brotherrrroday was amazing xP"
"love","hehefun tweets !"
"love","hey you weirdo! haha jk! I love you!"
"love","Nice PC Authority review of the Tivo VOD service here: http://bit.ly/PsyI'm still loving my Tivo"
"love","AWW thanks hopefully it is"
"love","shawty next to me like hella good oowwwww"
"love","iii loove davedays"
"love","you're welcome"
"love","I love catching people singing in their cars. Even better if they're dancing"
"love","I know!I loved it."
"love","lol cute.BTW Happy Mother's Day lady"
"love","Awwwwwww. You two are the cutest.And gods, I LOVE your hair."
"love","I make delicious pasta"
"love","tomorrow's mother's dayme n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow &gt;_&lt;"
"love","http://twitpic.com/tqx - i have the exact same pic except it's my hubby ; my chihuahua tuckervery cute."
"love","Great!I was hoping to run under mins and ended up doing :Woo hoo!Gotta love the Ck"
"love","happy mommah's day to your momshttp://plurk.com/p/stqya"
"love","I wanna be like vocabulary donna, all in Chicago.I need to put wu tangdiagrams on my ipodthat CD reminds me of someone special"
"love","PLS! Play Journey Don't stop believin' By Journey forTHANKS!!"
"love","mine too &lt;"
"love","Thank you for the follow friday love"
"love","at BIF.... i love this buliding...."
"love","my mom watched my new video and she actually LOLLove her! xoxo http://bit.ly/wzV"
